time,y_1,y_2,width,y
235,1.077,1.123,3,1.439
240,1.439,1.077,3,1.238
245,1.238,1.439,3,1.977
250,1.977,1.238,3,1.517
255,1.517,1.977,3,2.551
260,2.551,1.517,3,2.871
265,2.871,2.551,3,3.711
270,3.711,2.871,3,4.505
275,4.505,3.711,3,4.239
280,4.239,4.505,3,4.416
285,4.416,4.239,3,5.021
290,5.021,4.416,3,4.65
295,4.65,5.021,3,4.399
300,4.399,4.65,3,3.71
305,3.71,4.399,3,4.05
310,4.05,3.71,3,4.794
315,4.794,4.05,3,6.844
320,6.844,4.794,3,7.979
325,7.979,6.844,3,6.427
330,6.427,7.979,3,8.661
335,8.661,6.427,3,8.449
340,8.449,8.661,3,9.71
345,9.71,8.449,3,10.039
350,10.039,9.71,3,10.822
355,10.822,10.039,3,7.066
360,7.066,10.822,3,8.25
365,8.25,7.066,3,9.178
370,9.178,8.25,3,8.889
375,8.889,9.178,3,10.306
380,10.306,8.889,3,10.766
385,10.766,10.306,3,10.588
390,10.588,10.766,3,11.249
395,11.249,10.588,3,13.072
400,13.072,11.249,3,15.961
405,15.961,13.072,3,17.255
410,17.255,15.961,3,16.066
415,16.066,17.255,3,13.895
420,13.895,16.066,3,12.405
425,12.405,13.895,3,13.522
430,13.522,12.405,3,14.44
435,14.44,13.522,3,14.762
440,14.762,14.44,3,18.693
445,18.693,14.762,3,17.383
450,17.383,18.693,3,20.928
455,20.928,17.383,3,23.033
460,23.033,20.928,3,18.107
465,18.107,23.033,3,17.862
470,17.862,18.107,3,22.799
475,22.799,17.862,3,14.706
480,14.706,22.799,3,11.395
485,11.395,14.706,3,12.872
490,12.872,11.395,3,12.499
495,12.499,12.872,3,11.489
500,11.489,12.499,3,11.512
505,11.512,11.489,3,12.021
510,12.021,11.512,3,12.179
515,12.179,12.021,3,12.078
520,12.078,12.179,3,10.117
525,10.117,12.078,3,13.162
530,13.162,10.117,3,11.927
535,11.927,13.162,3,11.977
540,11.977,11.927,3,10.962
545,10.962,11.977,3,9.806
550,9.806,10.962,3,8.684
555,8.684,9.806,3,10.311
560,10.311,8.684,3,10.767
565,10.767,10.311,3,11.561
570,11.561,10.767,3,9.949
575,9.949,11.561,3,10.549
580,10.549,9.949,3,9.133
585,9.133,10.549,3,10.872
590,10.872,9.133,3,8.517
595,8.517,10.872,3,10.962
600,10.962,8.517,3,10.233
605,10.233,10.962,3,8.039
610,8.039,10.233,3,8.762
615,8.762,8.039,3,9.656
620,9.656,8.762,3,9.235
625,9.235,9.656,3,8.577
630,8.577,9.235,3,9.406
635,9.406,8.577,3,8.417
640,8.417,9.406,3,8.972
645,8.972,8.417,3,10.756
650,10.756,8.972,3,9.35
655,9.35,10.756,3,8.655
660,8.655,9.35,3,10.829
665,10.829,8.655,3,8.566
670,8.566,10.829,3,10.145
675,10.145,8.566,3,9.559
680,9.559,10.145,3,11.606
685,11.606,9.559,3,12.083
690,12.083,11.606,3,9.095
695,9.095,12.083,3,9.361
700,9.361,9.095,3,10.482
705,10.482,9.361,3,10.777
710,10.777,10.482,3,11.07
715,11.07,10.777,3,11.633
720,11.633,11.07,3,9.578
725,9.578,11.633,3,11.144
730,11.144,9.578,3,10.066
735,10.066,11.144,3,10.834
740,10.834,10.066,3,10.861
745,10.861,10.834,3,12.158
750,12.158,10.861,3,10.51
755,10.51,12.158,3,11.123
760,11.123,10.51,3,10.856
765,10.856,11.123,3,12.056
770,12.056,10.856,3,11.444
775,11.444,12.056,3,10.961
780,10.961,11.444,3,11.433
785,11.433,10.961,3,11.139
790,11.139,11.433,3,10.016
795,10.016,11.139,3,13.571
800,13.571,10.016,3,12.049
805,12.049,13.571,3,10.768
810,10.768,12.049,3,12.533
815,12.533,10.768,3,13.434
820,13.434,12.533,3,14.301
825,14.301,13.434,3,12.599
830,12.599,14.301,3,11.772
835,11.772,12.599,3,12.685
840,12.685,11.772,3,13.218
845,13.218,12.685,3,13.256
850,13.256,13.218,3,12.516
855,12.516,13.256,3,12.685
860,12.685,12.516,3,15.849
865,15.849,12.685,3,14.729
870,14.729,15.849,3,12.595
875,12.595,14.729,3,11.783
880,11.783,12.595,3,14.951
885,14.951,11.783,3,15.105
890,15.105,14.951,3,14.169
895,14.169,15.105,3,15.578
900,15.578,14.169,3,14.789
905,14.789,15.578,3,14.683
910,14.683,14.789,3,13.552
915,13.552,14.683,3,14.221
920,14.221,13.552,3,14.721
925,14.721,14.221,3,12.196
930,12.196,14.721,3,13.232
935,13.232,12.196,3,14.976
940,14.976,13.232,3,16.211
945,16.211,14.976,3,15.434
950,15.434,16.211,3,13.345
955,13.345,15.434,3,13.806
960,13.806,13.345,3,17.751
965,17.751,13.806,3,27.561
970,27.561,17.751,3,16.712
975,16.712,27.561,3,16
980,16,16.712,3,18.243
985,18.243,16,3,18.344
990,18.344,18.243,3,20.511
995,20.511,18.344,3,19.656
1000,19.656,20.511,3,17.463
1005,17.463,19.656,3,18.296
1010,18.296,17.463,3,24.994
1015,24.994,18.296,3,21.505
1020,21.505,24.994,3,20.39
1025,20.39,21.505,3,20.027
1030,20.027,20.39,3,20.178
1035,20.178,20.027,3,25.118
1040,25.118,20.178,3,16.485
1045,16.485,25.118,3,19.749
1050,19.749,16.485,3,19.661
1055,19.661,19.749,3,16.044
1060,16.044,19.661,3,27.139
1065,27.139,16.044,3,18.099
1070,18.099,27.139,3,22.21
1075,22.21,18.099,3,19.867
1080,19.867,22.21,3,14.378
1085,14.378,19.867,3,13.756
1090,13.756,14.378,3,13.112
1095,13.112,13.756,3,11.923
1100,11.923,13.112,3,10.684
1105,10.684,11.923,3,10.36
1110,10.36,10.684,3,9.033
1115,9.033,10.36,3,8.711
1120,8.711,9.033,3,9.117
1125,9.117,8.711,3,10.017
1130,10.017,9.117,3,9.111
1135,9.111,10.017,3,7.622
1140,7.622,9.111,3,8.84
1145,8.84,7.622,3,8.444
1150,8.444,8.84,3,9.837
1155,9.837,8.444,3,8.773
1160,8.773,9.837,3,7.328
1165,7.328,8.773,3,8.856
1170,8.856,7.328,3,9.265
1175,9.265,8.856,3,7.577
1180,7.577,9.265,3,6.766
1185,6.766,7.577,3,8.172
1190,8.172,6.766,3,8.189
1195,8.189,8.172,3,6.134
1200,6.134,8.189,3,8.544
1205,8.544,6.134,3,8.522
1210,8.522,8.544,3,8.355
1215,8.355,8.522,3,6.955
1220,6.955,8.355,3,8.123
1225,8.123,6.955,3,5.655
1230,5.655,8.123,3,6.132
1235,6.132,5.655,3,6.161
1240,6.161,6.132,3,5.782
1245,5.782,6.161,3,5.755
1250,5.755,5.782,3,6.149
1255,6.149,5.755,3,5.723
1260,5.723,6.149,3,5.833
1265,5.833,5.723,3,6.994
1270,6.994,5.833,3,7.656
1275,7.656,6.994,3,7.232
1280,7.232,7.656,3,5.316
1285,5.316,7.232,3,4.488
1290,4.488,5.316,3,4.683
1295,4.683,4.488,3,5.243
1300,5.243,4.683,3,5.116
1305,5.116,5.243,3,3.906
1310,3.906,5.116,3,4.955
1315,4.955,3.906,3,4.854
1320,4.854,4.955,3,5.193
1325,5.193,4.854,3,4.461
1330,4.461,5.193,3,5.133
1335,5.133,4.461,3,4.64
1340,4.64,5.133,3,4.849
1345,4.849,4.64,3,4.611
1350,4.611,4.849,3,3.544
1355,3.544,4.611,3,2.862
1360,2.862,3.544,3,3.706
1365,3.706,2.862,3,3.505
1370,3.505,3.706,3,3.143
1375,3.143,3.505,3,2.2
1380,2.2,3.143,3,2.178
1385,2.178,2.2,3,2.201
1390,2.201,2.178,3,3.561
1395,3.561,2.201,3,2.622
1400,2.622,3.561,3,2.039
1405,2.039,2.622,3,2.507
1410,2.507,2.039,3,2.779
1415,2.779,2.507,3,2.094
1420,2.094,2.779,3,2.083
1425,2.083,2.094,3,2.422
1430,2.422,2.083,3,1.877
1435,1.877,2.422,3,2.083
